代码,名称,得分,突破趋势,当前价,涨幅%,MA200,前阻力位,突破力度%,BB值,BB中文,信号,所有指标综合建议,震荡指标综合建议,移动平均线综合建议,RSI(14),RSI[1],"Stochastic %K (14, 3, 3)",Stoch.D,Stoch.K[1],Stoch.D[1],CCI指标(20),CCI20[1],平均趋向指数ADX(14),ADX+DI,ADX-DI,ADX+DI[1],ADX-DI[1],动量震荡指标(AO),AO[1],AO[2],动量指标(10),Mom[1],"MACD Level (12, 26)",MACD.signal,Rec.Stoch.RSI,Stochastic RSI Fast,Rec.WR,威廉百分比变动(14),Rec.BBPower,牛熊力量(BBP),Rec.UO,终极震荡指标UO,指数移动平均线(10),当前收盘价,简单移动平均线(10),指数移动平均线(20),简单移动平均线(20),指数移动平均线(30),简单移动平均线(30),指数移动平均线(50),简单移动平均线(50),指数移动平均线(100),简单移动平均线(100),指数移动平均线(200),简单移动平均线(200),Rec.Ichimoku,一目均衡表基准线,Rec.VWMA,成交量加权移动平均线 VWMA (20),Rec.HullMA9,船体移动平均线 Hull MA (9)
002536,飞龙股份,3,低-低-低,24.73,4.13,19.07,23.95,3.26,0.6,强多,买入,0.603 (买入),0.2727 (买入),0.9333 (强力买入),65.8081 (中立),60.5229 (中立),92.5055 (卖出),75.6976 (卖出),78.1840 (中立),65.2392 (中立),196.2696 (卖出),189.3413 (中立),14.5441 (中立),33.7486 (中立),17.2507 (中立),32.6909 (中立),18.9862 (中立),0.3736 (买入),-0.0883 (中立),-0.4697 (中立),3.4600 (买入),2.2800 (中立),0.1260 (买入),-0.2517 (中立),0.0000 (中立),100.0000 (中立),0.0000 (中立),-0.6522 (卖出),0.0000 (中立),3.1677 (买入),0.0000 (中立),61.5212 (中立),22.7671 (买入),24.77 (中立),22.3610 (买入),22.4905 (买入),22.1960 (买入),22.5682 (买入),22.3200 (买入),22.7139 (买入),22.8522 (买入),21.9809 (买入),23.1114 (买入),19.7258 (买入),19.1899 (买入),0.0000 (中立),22.5000 (中立),1.0000 (中立),22.5918 (买入),1.0000 (中立),24.1116 (买入)
600184,光电股份,2,低-低-高,20.12,4.68,16.3,18.79,7.08,1.27,强多,买入,0.5576 (买入),0.1818 (买入),0.9333 (强力买入),65.1586 (中立),64.2775 (中立),88.9691 (卖出),79.8146 (卖出),72.1076 (中立),56.0385 (中立),179.3964 (卖出),177.9255 (中立),14.7054 (中立),30.4508 (中立),18.7853 (中立),32.4476 (中立),20.0172 (中立),0.6851 (买入),0.5187 (中立),0.4507 (中立),1.8700 (买入),1.0300 (中立),0.3200 (买入),0.1372 (中立),0.0000 (中立),96.0837 (中立),0.0000 (中立),-7.3171 (卖出),0.0000 (中立),1.7058 (买入),0.0000 (中立),62.3653 (中立),18.3942 (买入),19.34 (中立),18.2820 (买入),18.0594 (买入),17.8105 (买入),17.9531 (买入),17.6893 (买入),17.9522 (买入),17.7100 (买入),17.6788 (买入),18.7814 (买入),16.3554 (买入),16.2944 (买入),0.0000 (中立),17.9400 (中立),1.0000 (中立),18.1197 (买入),1.0000 (中立),19.0303 (买入)
600337,美克家居,1,低-高-高,3.07,2.68,2.14,2.89,6.23,0.25,强多,买入,0.4667 (买入),0 (中立),0.9333 (强力买入),70.1825 (卖出),68.0831 (中立),93.5835 (卖出),83.9528 (卖出),83.8770 (中立),72.9143 (中立),186.5061 (卖出),196.8907 (中立),40.9531 (中立),33.9967 (中立),10.2164 (中立),34.4746 (中立),11.0014 (中立),0.3658 (买入),0.3416 (中立),0.3160 (中立),0.4200 (买入),0.5800 (中立),0.1579 (买入),0.1163 (中立),0.0000 (中立),100.0000 (中立),0.0000 (中立),-7.4074 (卖出),0.0000 (中立),0.5507 (买入),0.0000 (中立),58.2268 (中立),2.8140 (买入),3.07 (中立),2.7880 (买入),2.6775 (买入),2.6425 (买入),2.5917 (买入),2.5223 (买入),2.4835 (买入),2.4236 (买入),2.3411 (买入),2.2667 (买入),2.2145 (买入),2.1385 (买入),0.0000 (中立),2.6750 (中立),1.0000 (中立),2.6993 (买入),1.0000 (中立),3.0243 (买入)
003016,欣贺股份,0,高-高-高,12.79,9.97,7.92,9.9,29.19,1.12,强多,买入,0.603 (买入),0.2727 (买入),0.9333 (强力买入),76.5903 (卖出),71.0796 (中立),90.0818 (卖出),78.8684 (卖出),73.9224 (中立),72.2638 (中立),262.1553 (卖出),182.6845 (中立),49.9811 (中立),37.3687 (中立),8.9561 (中立),30.3979 (中立),9.9529 (中立),1.8073 (买入),1.4028 (中立),1.1628 (中立),3.5600 (买入),2.8500 (中立),0.7032 (买入),0.4090 (中立),0.0000 (中立),92.6245 (中立),0.0000 (中立),0.0000 (卖出),0.0000 (中立),4.2037 (买入),0.0000 (中立),62.5428 (中立),10.6985 (买入),12.79 (中立),10.3410 (买入),10.0478 (买入),9.8100 (买入),9.6925 (买入),9.4793 (买入),9.2616 (买入),8.9926 (买入),8.7152 (买入),8.5427 (买入),8.2518 (买入),7.9195 (买入),0.0000 (中立),10.5350 (中立),1.0000 (中立),10.1676 (买入),1.0000 (中立),11.8739 (买入)
603408,建霖家居,0,高-高-高,14.3,2.36,11.77,13.13,8.91,0.56,强多,买入,0.5121 (买入),0.0909 (中立),0.9333 (强力买入),76.0246 (卖出),70.6626 (中立),70.5725 (卖出),66.8268 (中立),55.9701 (中立),63.2713 (中立),203.1983 (卖出),153.5420 (中立),45.3165 (中立),39.4965 (中立),6.6224 (中立),33.3844 (中立),7.8470 (中立),0.9465 (买入),0.8803 (中立),0.8333 (中立),1.2900 (买入),1.3000 (中立),0.3720 (买入),0.2833 (中立),0.0000 (中立),100.0000 (中立),0.0000 (中立),-19.2825 (卖出),0.0000 (中立),1.4021 (买入),0.0000 (中立),51.7047 (中立),13.3015 (买入),13.97 (中立),13.2350 (买入),12.9851 (买入),12.9305 (买入),12.7790 (买入),12.6800 (买入),12.5247 (买入),12.2874 (买入),12.2423 (买入),12.1194 (买入),12.1409 (买入),11.9648 (买入),0.0000 (中立),13.2350 (中立),1.0000 (中立),13.0725 (买入),1.0000 (中立),13.7314 (买入)
002028,思源电气,0,高-高-高,157.27,0.33,90.92,77.35,103.32,4.44,强多,买入,0.4909 (买入),0.1818 (买入),0.8 (强力买入),67.0188 (中立),66.6666 (中立),80.4108 (卖出),83.9517 (卖出),80.9187 (中立),84.1372 (中立),132.4498 (卖出),156.0706 (中立),35.2075 (中立),27.9645 (中立),9.2339 (中立),29.1407 (中立),9.6223 (中立),12.2886 (买入),11.6893 (中立),10.3954 (中立),16.2200 (买入),13.0600 (中立),6.4866 (买入),5.9471 (中立),0.0000 (中立),74.6197 (中立),0.0000 (中立),-16.4789 (卖出),0.0000 (中立),11.9005 (买入),0.0000 (中立),60.9607 (中立),151.4708 (买入),157.22 (中立),149.9790 (买入),146.7060 (买入),146.4770 (买入),142.0476 (买入),144.5013 (买入),133.0000 (买入),131.9536 (买入),116.5831 (买入),109.0421 (买入),100.0982 (买入),91.1441 (买入),0.0000 (中立),146.5900 (中立),1.0000 (中立),146.4084 (买入),-1.0000 (中立),159.6837 (卖出)
