日期,代码,名称,当前价,回溯详情,状态,换手率(%),市盈率(动),总市值(亿),流通市值(亿),年涨幅(%)
2025-11-06,002357,富临运业,11.07,"总挤压18天 [红柱:16, 绿柱:2]",符合爆发条件,5.74,16.01,33.23,33.23,51.43
