日期,代码,名称,当前价,涨幅(%),前1日,前2日,前3日,前4日,前5日,前6日,SQZ释放评分,建议止损价,ADX命中,RESISTANCE策略命中,换手率(%),市盈率(动),总市值(亿),流通市值(亿),年涨幅(%)
2025-12-26,002956,西麦食品,27.08,1.27,绿|亮,红|暗,红|暗,红|暗,红|暗,红|暗,15.6,24.87,"{""ADX"": 28.88, ""+DI"": 27.76, ""-DI"": 7.78}","{""突破趋势"": ""低-低-高"", ""突破得分"": 2, ""EMA200"": 21.28, ""前高"": 26.5}",1.39,34.33,60.46,60.45,66.65
2025-12-26,600141,兴发集团,34.96,0.17,绿|亮,绿|亮,绿|亮,绿|亮,红|暗,红|暗,4.8,32.77,,,1.49,21.94,385.7,385.7,68.89
2025-12-26,600346,恒力石化,21.27,2.56,绿|亮,绿|亮,绿|亮,红|暗,红|暗,红|暗,7.5,19.67,"{""ADX"": 34.3, ""+DI"": 32.31, ""-DI"": 6.56}","{""突破趋势"": ""低-低-低"", ""突破得分"": 3, ""EMA200"": 16.21, ""前高"": 20.98}",0.5,22.36,1497.22,1497.22,43.52
2025-12-26,600378,昊华科技,32.55,1.24,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,红|暗,3.0,30.22,,,1.06,25.57,419.89,349.12,13.73
2025-12-26,600388,龙净环保,16.64,-0.78,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,15.9,,,1.02,20.31,211.34,211.34,34.52
2025-12-26,600433,冠豪高新,3.31,-1.49,绿|亮,红|暗,红|暗,红|暗,红|暗,红|暗,15.6,3.16,"{""ADX"": 29.31, ""+DI"": 26.12, ""-DI"": 15.98}",,1.67,-46.07,57.93,57.93,6.43
2025-12-26,600499,科达制造,14.04,2.78,绿|亮,绿|亮,绿|亮,绿|亮,红|暗,红|暗,4.8,12.96,"{""ADX"": 25.3, ""+DI"": 32.43, ""-DI"": 14.85}",,1.46,17.57,269.27,269.27,84.49
2025-12-26,600712,南宁百货,7.24,-0.82,绿|亮,绿|亮,红|暗,红|暗,红|暗,红|暗,11.1,6.66,,,6.54,10176.69,39.43,39.0,0.14
2025-12-26,600862,中航高科,23.18,2.2,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,21.8,,,3.93,30.04,322.91,322.91,-7.32
2025-12-26,600966,博汇纸业,6.88,1.03,红|暗,红|暗,红|暗,红|亮,红|亮,红|亮,19.8,6.28,,"{""突破趋势"": ""低-低-高"", ""突破得分"": 2, ""EMA200"": 4.98, ""前高"": 6.49}",4.39,56.79,91.97,91.97,34.11
2025-12-26,601279,英利汽车,5.42,1.12,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,红|暗,3.0,4.86,"{""ADX"": 38.19, ""+DI"": 32.82, ""-DI"": 13.64}",,4.6,-120.32,85.95,85.95,41.88
2025-12-26,601958,金钼股份,15.46,2.59,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,14.42,,,1.11,16.36,498.83,498.83,60.04
2025-12-26,603016,新宏泰,28.8,0.35,绿|亮,绿|暗,绿|暗,绿|暗,绿|暗,绿|亮,4.9,27.29,"{""ADX"": 33.01, ""+DI"": 34.57, ""-DI"": 9.37}","{""突破趋势"": ""低-高-高"", ""突破得分"": 1, ""EMA200"": 27.99, ""前高"": 27.3}",3.26,66.94,42.67,42.67,-21.8
2025-12-26,603069,海汽集团,30.38,9.99,绿|亮,绿|亮,绿|亮,红|暗,红|暗,红|亮,7.3,24.14,,,18.75,-149.66,96.0,96.0,66.37
2025-12-26,603097,江苏华辰,29.31,-2.4,绿|亮,绿|亮,绿|亮,绿|暗,绿|暗,绿|暗,3.3,27.09,,"{""突破趋势"": ""低-高-高"", ""突破得分"": 1, ""EMA200"": 23.42, ""前高"": 28.8}",4.19,50.06,48.2,46.9,25.69
2025-12-26,603098,森特股份,13.79,-3.5,绿|亮,绿|亮,绿|亮,红|暗,红|暗,红|暗,7.5,12.99,"{""ADX"": 27.49, ""+DI"": 35.03, ""-DI"": 16.69}",,2.45,57.98,74.42,74.3,44.4
2025-12-26,603256,宏和科技,37.6,-1.47,绿|亮,绿|亮,绿|亮,绿|暗,绿|暗,绿|暗,3.3,33.99,,,2.6,178.72,330.78,330.78,350.3
2025-12-26,603267,鸿远电子,52.35,1.1,绿|亮,绿|亮,绿|暗,绿|暗,绿|暗,绿|暗,4.1,49.42,,,4.86,40.8,120.97,120.97,45.58
2025-12-26,603270,金帝股份,25.76,2.1,绿|亮,红|亮,红|亮,红|暗,红|亮,红|亮,13.2,23.89,,"{""突破趋势"": ""低-低-低"", ""突破得分"": 3, ""EMA200"": 25.53, ""前高"": 25.57}",10.91,39.0,56.44,18.22,34.52
2025-12-26,603358,华达科技,48.07,2.91,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,44.4,,,1.32,43.05,225.81,215.95,46.11
2025-12-26,603687,大胜达,9.7,-1.62,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,9.16,"{""ADX"": 27.9, ""+DI"": 29.65, ""-DI"": 8.89}",,2.35,44.01,53.35,53.35,34.16
2025-12-26,603733,仙鹤股份,24.49,0.7,红|暗,红|暗,红|亮,红|亮,红|亮,绿|暗,18.5,23.32,,"{""突破趋势"": ""低-低-高"", ""突破得分"": 2, ""EMA200"": 22.11, ""前高"": 23.89}",1.06,16.71,173.32,173.32,21.66
2025-12-26,603819,神力股份,12.43,5.7,红|暗,红|暗,红|暗,红|暗,红|暗,红|暗,21.0,11.24,"{""ADX"": 31.71, ""+DI"": 34.44, ""-DI"": 18.44}","{""突破趋势"": ""低-低-低"", ""突破得分"": 3, ""EMA200"": 13.22, ""前高"": 12.3}",8.42,118.43,27.06,27.06,1.06
2025-12-26,603876,鼎胜新材,14.33,4.52,红|暗,红|暗,红|暗,红|暗,红|暗,红|暗,21.0,12.76,,,4.76,32.56,133.16,133.16,63.77
2025-12-26,603966,法兰泰克,11.42,-1.13,绿|亮,红|暗,红|暗,红|暗,红|暗,红|暗,15.6,10.89,,,2.79,19.97,45.53,45.42,52.47
2025-12-26,605003,众望布艺,29.6,3.39,绿|亮,红|暗,红|暗,红|暗,红|暗,红|暗,15.6,25.95,,,4.89,46.6,32.56,32.56,60.09
2025-12-26,605259,绿田机械,22.15,-1.2,绿|亮,绿|亮,红|暗,红|暗,红|暗,红|亮,10.9,21.43,"{""ADX"": 30.81, ""+DI"": 26.35, ""-DI"": 21.08}",,1.17,14.3,38.2,38.2,52.23
2025-12-26,605389,长龄液压,76.1,2.84,绿|亮,绿|亮,绿|亮,红|暗,红|暗,红|暗,7.5,68.89,"{""ADX"": 36.21, ""+DI"": 33.14, ""-DI"": 8.18}","{""突破趋势"": ""低-低-低"", ""突破得分"": 3, ""EMA200"": 46.18, ""前高"": 74.8}",1.41,74.45,109.65,103.7,193.71
