日期,代码,名称,当前价,连续红色挤压天数,形态描述,换手率(%),市盈率(动),总市值(亿),流通市值(亿),年涨幅(%)
2025-11-06,603610,麒盛科技,19.76,12,检测到连续 12 天红色挤压后，今日首次亮绿爆发(OFF),1.51,35.86,70.28,70.28,59.15
