日期,代码,名称,当前价,涨幅(%),得分,突破趋势,EMA200,前高,建议止损价,换手率(%),市盈率(动),总市值(亿),流通市值(亿),年涨幅(%)
2025-12-01,002976,瑞玛精密,31.28,9.99,2,低-低-高,23.96,26.87,25.72,7.96,150.91,42.31,18.84,29.22
2025-12-01,600589,大位科技,8.03,2.03,2,低-低-高,7.46,7.76,7.27,3.51,212.85,107.94,107.48,58.73
2025-12-01,603931,格林达,36.39,6.34,1,低-高-高,27.87,32.72,31.1,2.97,53.82,66.23,66.23,44.49
