日期,代码,名称,当前价,涨幅(%),得分,突破趋势,EMA200,前高,建议止损价,换手率(%),市盈率(动),总市值(亿),流通市值(亿),年涨幅(%)
2025-12-10,002028,思源电气,157.1,0.22,0,高-高-高,90.92,74.68,143.73,1.08,41.36,1208.58,943.03,114.31
2025-12-10,002536,飞龙股份,24.75,4.21,3,低-低-低,19.07,23.95,22.15,28.38,50.44,192.84,182.65,197.43
2025-12-08,002853,皮阿诺,16.24,10.03,0,高-高-高,13.4,12.74,13.98,17.02,-370.81,37.21,26.18,85.41
2025-12-10,003016,欣贺股份,12.79,9.97,0,高-高-高,7.92,9.9,11.06,19.51,327.65,45.33,44.29,24.62
2025-12-10,600184,光电股份,21.14,9.99,2,低-低-高,16.3,18.79,17.62,2.82,335.6,110.37,96.36,83.53
2025-12-10,600337,美克家居,3.07,2.68,1,低-高-高,2.14,2.89,2.68,0.0,-14.31,41.96,41.96,58.7
2025-12-10,603408,建霖家居,14.35,2.72,0,高-高-高,11.77,13.13,13.18,1.34,13.28,61.72,61.72,14.63
