日期,代码,名称,当前价,涨幅(%),得分,突破趋势,EMA200,前高,建议止损价,换手率(%),市盈率(动),总市值(亿),流通市值(亿),年涨幅(%)
2025-12-03,000593,德龙汇能,13.59,4.38,0,高-高-高,6.66,7.0,11.64,7.75,123.21,40.7,40.69,108.26
2025-12-03,002166,莱茵生物,8.68,0.93,0,高-高-高,7.88,8.08,8.25,11.55,74.51,69.93,69.77,27.95
2025-12-03,002290,禾盛新材,43.5,2.3,3,低-低-低,31.83,43.0,39.99,1.45,55.42,106.47,106.16,150.94
2025-12-03,002487,大金重工,55.22,10.0,3,低-低-低,33.45,54.77,46.58,2.61,28.11,332.52,328.96,156.59
2025-12-03,002686,亿利达,8.11,10.04,2,低-低-高,6.41,7.06,7.06,2.1,78.35,37.6,34.71,24.11
2025-12-03,600151,航天机电,11.28,10.05,0,高-高-高,7.48,9.18,8.88,18.88,-71.71,235.93,235.93,106.14
2025-12-03,603730,岱美股份,8.32,0.85,0,高-高-高,6.25,6.33,7.63,1.22,29.35,174.04,174.04,21.8
