日期,代码,名称,当前价,涨幅(%),建议止损价,FVG,换手率(%),市盈率(动),总市值(亿),流通市值(亿),年涨幅(%)
2025-12-25,603611,诺力股份,24.42,2.13,23.13,bull,1.91,11.9,62.91,62.91,43.23
2025-12-25,603617,君禾股份,7.46,0.67,7.02,bull,2.84,71.03,29.13,28.62,2.9
2025-12-25,603678,火炬电子,36.45,0.86,34.43,bull,10.39,40.59,173.34,173.34,20.38
2025-12-25,603681,永冠新材,20.06,6.25,17.62,bull,4.99,25.77,38.34,38.34,57.46
2025-12-25,603699,纽威股份,52.35,2.59,48.26,bull,0.61,27.34,405.99,396.89,155.99
2025-12-25,603696,安记食品,26.5,-1.41,22.9,bull,29.63,201.34,62.33,62.33,226.76
2025-12-25,603698,航天工程,37.42,9.99,31.62,bull,7.25,111.85,200.57,200.57,142.99
2025-12-25,603733,仙鹤股份,24.32,3.62,22.37,bull,1.15,16.59,172.12,172.12,20.81
2025-12-25,603726,朗迪集团,22.56,0.0,20.97,bull,1.82,17.86,41.88,41.67,46.4
2025-12-25,603755,日辰股份,37.28,6.67,32.28,bull,4.02,42.87,36.76,36.76,39.83
2025-12-25,603759,海天股份,10.47,0.0,9.81,bull,1.21,34.88,48.35,48.35,17.25
2025-12-25,603778,国晟科技,15.89,6.15,13.38,bull,15.2,-51.81,104.34,102.15,424.42
2025-12-25,603789,*ST星农,5.46,0.37,5.21,bull,0.78,-16.89,14.77,14.2,-29.37
2025-12-25,603806,福斯特,13.62,0.15,12.98,bull,0.53,38.76,355.31,355.31,-6.33
2025-12-25,603809,豪能股份,14.05,10.02,12.14,bull,10.43,36.52,129.3,129.3,59.84
2025-12-25,603819,神力股份,11.76,3.07,10.87,bull,1.9,112.05,25.61,25.61,-4.39
2025-12-25,603855,华荣股份,19.42,0.73,18.89,bull,0.49,16.41,65.54,65.16,0.67
2025-12-25,603869,ST智知,11.19,0.9,10.51,bull,0.38,112.21,55.29,55.29,96.66
2025-12-25,603879,永悦科技,6.08,1.33,5.42,bull,12.5,-177.06,21.85,21.85,58.33
2025-12-25,603887,城地香江,13.88,0.0,13.13,bull,1.15,2196.67,83.56,82.62,-12.81
2025-12-25,603890,春秋电子,17.46,1.22,15.79,bull,11.96,25.85,79.61,79.61,50.52
2025-12-25,603897,长城科技,26.98,0.67,25.62,bull,1.78,19.44,55.7,55.7,24.33
2025-12-25,603915,国茂股份,17.77,3.98,16.32,bull,1.99,47.21,116.68,116.68,54.79
2025-12-25,603926,铁流股份,16.16,0.62,15.18,bull,1.71,37.24,37.93,37.3,88.13
2025-12-25,603969,银龙股份,9.85,-0.51,9.24,bull,1.76,23.2,84.45,83.12,47.46
2025-12-25,603966,法兰泰克,11.55,0.79,10.91,bull,2.95,20.2,46.05,45.94,54.21
2025-12-25,603989,艾华集团,16.91,0.18,16.07,bull,1.41,22.85,67.43,67.43,13.26
2025-12-25,605003,众望布艺,28.63,8.86,23.48,bull,6.72,45.08,31.49,31.49,54.84
2025-12-25,605007,五洲特纸,14.19,10.0,13.04,bull,5.53,27.98,67.51,56.98,13.16
2025-12-25,605060,联德股份,38.38,2.9,34.28,bull,1.22,38.95,92.34,91.71,124.18
2025-12-25,605066,天正电气,7.46,1.36,7.08,bull,1.94,26.85,37.65,37.48,29.29
2025-12-25,605058,澳弘电子,30.45,0.07,28.78,bull,1.52,30.53,43.52,43.52,58.35
2025-12-25,605069,正和生态,12.17,2.61,11.01,bull,40.13,-91.05,25.76,10.24,59.5
2025-12-25,605090,九丰能源,40.74,0.92,37.74,bull,8.4,17.12,283.24,282.62,49.12
2025-12-25,605100,华丰股份,40.98,1.61,37.19,bull,2.44,410.97,69.97,69.64,179.16
2025-12-25,605118,力鼎光电,30.04,0.27,28.44,bull,0.42,42.85,123.37,122.3,74.65
2025-12-25,605116,奥锐特,23.9,0.08,22.59,bull,1.05,20.59,97.08,97.08,14.74
2025-12-25,605122,四方新材,13.9,2.21,12.88,bull,4.63,-50.24,23.96,23.96,30.76
2025-12-25,605123,派克新材,97.9,10.0,83.21,bull,5.4,37.46,118.63,118.63,84.72
2025-12-25,605166,聚合顺,10.43,0.68,9.99,bull,0.74,17.64,32.83,32.83,-11.91
2025-12-25,605178,时空科技,54.67,2.86,46.66,bull,10.44,-34.97,54.17,54.17,280.45
2025-12-25,605218,伟时电子,18.62,0.11,17.78,bull,0.58,122.35,39.63,39.63,-30.05
2025-12-25,605259,绿田机械,22.42,1.13,21.57,bull,1.65,14.48,38.67,38.67,54.09
2025-12-25,605286,同力天启,38.03,0.69,35.29,bull,0.52,24.85,63.89,63.89,26.85
2025-12-25,605305,中际联合,42.75,-0.79,40.61,bull,1.7,15.54,90.85,90.85,55.4
2025-12-25,605333,沪光股份,29.7,-0.34,28.41,bull,0.68,24.33,137.82,129.72,-8.33
2025-12-25,605336,帅丰电器,15.92,-1.73,14.97,bull,2.2,743.48,29.2,29.2,27.16
2025-12-25,605366,宏柏新材,6.37,2.91,5.78,bull,2.57,-42.86,41.41,41.41,17.53
2025-12-25,605369,拱东医疗,19.07,-0.21,18.47,bull,0.7,43.82,42.05,42.05,-3.59
2025-12-25,605507,国邦医药,23.79,2.23,22.52,bull,0.99,14.88,132.94,71.78,17.6
2025-12-25,605598,上海港湾,61.9,10.01,52.61,bull,4.4,143.36,151.4,150.43,177.58
2025-12-25,605589,圣泉集团,29.27,-0.54,27.64,bull,3.19,24.46,247.74,246.92,26.98
