日期,代码,名称,当前价,涨幅(%),EMA200,建议止损价,绿线,红线,换手率(%),市盈率(动),总市值(亿),流通市值(亿),年涨幅(%)
2025-12-22,001223,欧克科技,49.36,2.88,45.93,45.22,-61.12,-63.65,1.05,37.58,46.08,46.08,58.05
2025-12-22,002082,万邦德,11.89,0.51,9.96,11.09,-56.86,-57.84,0.82,1220.91,72.73,65.78,84.91
2025-12-22,002289,*ST宇顺,26.9,5.0,24.18,22.88,-73.69,-75.85,1.69,-477.44,75.39,75.31,655.62
2025-12-22,603226,菲林格尔,31.39,4.98,24.26,26.73,-72.34,-73.83,1.21,-239.2,111.59,111.59,563.64
