日期,代码,名称,当前价,涨幅(%),左波峰日期,右波峰日期,建议止损价,换手率(%),市盈率(动),总市值(亿),流通市值(亿),年涨幅(%)
2025-12-12,000498,山东路桥,5.98,-1.16,2025-11-26,2025-12-10,5.83,0.74,5.0,93.92,87.69,5.22
2025-12-12,600352,浙江龙盛,10.45,-0.1,2025-11-27,2025-12-10,10.07,0.55,18.84,351.03,351.03,9.65
2025-12-12,600586,金晶科技,5.81,-0.68,2025-11-26,2025-12-10,5.33,5.47,-24.96,89.72,89.72,12.83
2025-12-12,600784,鲁银投资,6.47,-0.46,2025-11-26,2025-12-10,6.22,1.79,21.41,46.08,46.08,17.18
