代码,名称,得分,突破趋势,当前价,涨幅%,BB值,MA200,前阻力位,突破力度%,BB中文,信号
002639,雪人集团,2,低-低-高,19.98,10.02,1.42,10.71,17.09,16.91,强多,买入
000506,招金黄金,2,低-低-高,13.74,3.62,0.44,9.3,13.05,5.29,强多,买入
605090,九丰能源,2,低-低-高,38.09,0.61,0.62,28.39,36.26,5.05,强多,买入
