代码,名称,得分,突破趋势,当前价,涨幅%,BB值,MA200,前阻力位,突破力度%,BB中文,信号
002639,雪人集团,2,低-低-高,19.98,10.02,1.42,10.71,17.09,16.91,强多,买入
000506,招金黄金,2,低-低-高,13.87,4.6,0.46,9.3,13.05,6.28,强多,买入
