代码,名称,得分,突破趋势,当前价,涨幅%,BB值,MA200,前阻力位,突破力度%,BB中文,信号
002329,皇氏集团,2,低-低-高,4.58,10.1,0.23,3.63,3.99,14.79,强多,买入
002697,红旗连锁,2,低-低-高,6.85,9.95,0.28,5.64,6.16,11.2,强多,买入
000007,全新好,0,高-高-高,11.99,3.27,0.54,7.58,8.0,49.88,强多,买入
