代码,名称,得分,突破趋势,当前价,涨幅%,BB值,MA200,前阻力位,突破力度%,BB中文,信号
600776,东方通信,2,低-低-高,16.09,9.98,0.95,11.7,13.99,15.01,强多,买入
002014,永新股份,0,高-高-高,11.86,1.02,0.25,11.12,11.6,2.24,强多,买入
