代码,名称,得分,突破趋势,当前价,涨幅%,BB值,MA200,前阻力位,突破力度%,BB中文,信号
000534,万泽股份,3,低-低-低,24.31,10.0,0.39,16.2,23.72,2.49,强多,买入
600865,百大集团,3,低-低-低,11.88,10.0,0.73,9.28,11.06,7.41,强多,买入
600776,东方通信,2,低-低-高,16.09,9.98,0.95,11.7,13.99,15.01,强多,买入
603992,松霖科技,1,高-高-低,33.37,9.99,1.53,25.49,30.58,9.12,强多,买入
002384,东山精密,1,低-高-高,84.96,7.87,6.88,49.31,78.32,8.48,强多,买入
002014,永新股份,0,高-高-高,11.88,1.19,0.25,11.12,11.6,2.41,强多,买入
