日期,代码,当前价,连续亮红天数,今日深红值,形态描述
2025-12-26,002150,20.77,5,-0.559,检测到连续 5 天亮红挤压增长后，首日转深红
2025-12-26,002572,13.72,11,-0.753,检测到连续 11 天亮红挤压增长后，首日转深红
2025-12-26,002758,10.23,8,-0.2005,检测到连续 8 天亮红挤压增长后，首日转深红
2025-12-26,600243,4.82,10,-0.2595,检测到连续 10 天亮红挤压增长后，首日转深红
2025-12-26,600521,17.32,7,-0.4067,检测到连续 7 天亮红挤压增长后，首日转深红
2025-12-26,603383,36.7,9,-1.2361,检测到连续 9 天亮红挤压增长后，首日转深红
2025-12-26,603508,27.82,6,-2.0024,检测到连续 6 天亮红挤压增长后，首日转深红
2025-12-26,603999,6.92,10,-0.7593,检测到连续 10 天亮红挤压增长后，首日转深红
