日期,代码,当前价,连续亮红天数,今日深红值,形态描述
2025-12-02,000900,4.31,7,-0.1178,检测到连续 7 天亮红挤压增长后，首日转深红
2025-12-02,001260,20.85,7,-0.7533,检测到连续 7 天亮红挤压增长后，首日转深红
2025-12-02,002890,15.11,7,-0.6738,检测到连续 7 天亮红挤压增长后，首日转深红
2025-12-02,600900,28.26,9,-0.4131,检测到连续 9 天亮红挤压增长后，首日转深红
2025-12-02,600897,16.34,7,-1.1457,检测到连续 7 天亮红挤压增长后，首日转深红
2025-12-02,600919,10.95,7,-0.2477,检测到连续 7 天亮红挤压增长后，首日转深红
2025-12-02,603558,11.52,7,-0.9797,检测到连续 7 天亮红挤压增长后，首日转深红
