日期,代码,名称,当前价,涨幅(%),前1日,前2日,前3日,前4日,前5日,前6日,SQZ释放评分,建议止损价,连续挤压个数,SQUEEZE_ADX策略命中,SQUEEZE_RESISTANCE策略命中,换手率(%),市盈率(动),总市值(亿),流通市值(亿),年涨幅(%)
2025-12-30,002152,广电运通,13.35,4.46,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,12.46,17,,"{""突破趋势"": ""低-低-低"", ""突破得分"": 3, ""EMA200"": 12.96, ""前高"": 13.08}",3.94,41.29,331.53,331.36,16.49
2025-12-30,002179,中航光电,35.46,-1.64,绿|亮,绿|亮,绿|亮,红|暗,红|暗,红|暗,7.5,33.91,7,,,2.23,32.44,751.14,737.82,-7.9
2025-12-30,002221,东华能源,8.2,-0.97,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,红|暗,3.0,7.92,9,,,0.93,128.75,129.24,119.79,-13.59
2025-12-30,002250,联化科技,13.18,0.76,绿|亮,绿|亮,绿|亮,红|暗,红|暗,红|暗,7.5,12.12,10,,,5.03,28.17,118.6,117.96,140.07
2025-12-30,002261,拓维信息,34.17,1.18,绿|亮,红|暗,红|暗,红|暗,红|暗,红|暗,15.6,32.38,8,"{""ADX"": 30.1, ""+DI"": 39.31, ""-DI"": 17.64}",,17.73,307.93,430.48,391.47,86.62
2025-12-30,002342,巨力索具,8.58,10.0,绿|亮,绿|亮,绿|亮,绿|亮,红|暗,红|暗,4.8,7.06,17,,,20.4,558.39,82.37,81.91,165.63
2025-12-30,002530,金财互联,10.52,0.19,绿|亮,绿|亮,绿|亮,绿|亮,红|暗,红|暗,4.8,10.0,10,"{""ADX"": 25.11, ""+DI"": 28.24, ""-DI"": 16.44}",,5.02,106.88,81.97,73.13,11.8
2025-12-30,002537,海联金汇,8.92,-1.98,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,8.4,11,,,9.72,39.15,104.72,104.29,55.13
2025-12-30,002586,ST围海,4.43,0.45,绿|亮,绿|亮,绿|亮,绿|亮,红|暗,红|暗,4.8,4.16,31,,,1.04,101.31,50.69,48.18,69.08
2025-12-30,002594,比亚迪,99.75,-0.46,绿|亮,绿|亮,红|亮,红|亮,绿|暗,绿|暗,7.6,95.95,14,,,0.91,29.23,9094.4,3478.52,7.37
2025-12-30,002626,金达威,20.0,3.25,绿|亮,绿|亮,绿|亮,绿|亮,红|暗,红|暗,4.8,18.37,11,,,2.2,25.35,121.99,121.97,36.05
2025-12-30,002648,卫星化学,17.68,2.26,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,红|暗,3.0,16.58,11,,,1.7,11.9,595.58,595.19,-3.34
2025-12-30,002674,兴业科技,15.51,3.68,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,13.41,16,,,8.74,86.7,45.84,45.38,66.06
2025-12-30,002886,沃特股份,21.2,1.39,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,19.75,13,,,5.84,139.04,55.8,44.32,27.86
2025-12-30,002896,中大力德,92.15,7.73,绿|亮,红|暗,红|暗,红|暗,红|暗,红|暗,15.6,79.81,25,,,11.19,237.41,181.1,181.1,213.97
2025-12-30,002906,华阳集团,30.94,0.39,绿|暗,绿|亮,绿|暗,绿|暗,绿|亮,绿|亮,4.7,29.3,14,"{""ADX"": 29.03, ""+DI"": 26.72, ""-DI"": 14.94}",,1.33,21.7,162.41,162.35,2.21
2025-12-30,002965,祥鑫科技,41.37,1.37,绿|亮,绿|亮,绿|亮,绿|亮,绿|暗,绿|亮,2.5,38.66,38,,,8.66,51.92,109.79,82.5,59.61
2025-12-30,600130,*ST波导,4.2,0.0,绿|亮,红|暗,红|暗,红|暗,红|暗,红|暗,15.6,3.99,9,,,1.61,672.16,31.5,31.5,-11.02
2025-12-30,600143,金发科技,20.0,5.1,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,红|暗,3.0,17.75,24,,,7.45,37.12,526.97,526.97,134.19
2025-12-30,600210,紫江企业,7.43,-0.4,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,红|暗,3.0,7.21,12,,,0.95,8.75,112.69,112.69,17.75
2025-12-30,600230,沧州大化,14.46,5.32,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,12.66,12,,"{""突破趋势"": ""低-低-低"", ""突破得分"": 3, ""EMA200"": 11.81, ""前高"": 14.11}",7.62,94.27,59.86,59.86,35.14
2025-12-30,600348,华阳股份,8.27,-1.9,绿|亮,红|暗,红|亮,红|亮,红|亮,红|亮,13.6,7.87,12,,,1.95,19.9,298.34,298.34,21.98
2025-12-30,600435,北方导航,15.0,0.33,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,14.1,26,,,4.42,136.55,226.7,226.7,54.0
2025-12-30,600528,中铁工业,8.26,0.49,绿|亮,绿|亮,绿|亮,绿|亮,红|暗,红|暗,4.8,8.01,9,,,0.65,13.86,183.5,183.5,3.77
2025-12-30,600552,凯盛科技,12.43,10.0,绿|亮,绿|亮,绿|亮,红|暗,红|暗,红|暗,7.5,10.73,13,"{""ADX"": 25.3, ""+DI"": 40.47, ""-DI"": 16.12}",,10.62,68.43,117.41,117.41,9.42
2025-12-30,600638,新黄浦,6.15,0.16,绿|亮,绿|亮,绿|亮,红|暗,红|暗,红|暗,7.5,5.77,11,,,2.01,22.69,41.41,41.41,21.54
2025-12-30,600703,三安光电,14.16,-1.12,绿|亮,绿|亮,红|暗,红|亮,红|亮,绿|暗,9.4,13.53,6,,,1.5,598.0,706.45,706.45,16.54
2025-12-30,600810,神马股份,9.35,3.31,绿|亮,绿|亮,绿|亮,绿|亮,红|暗,红|暗,4.8,8.3,9,,,5.55,-217.79,96.31,95.39,16.29
2025-12-30,603009,北特科技,48.4,10.0,绿|亮,绿|亮,绿|亮,绿|暗,绿|暗,绿|暗,3.3,40.77,17,,,6.72,132.61,163.85,163.79,24.1
2025-12-30,603040,新坐标,91.69,1.48,绿|亮,绿|亮,绿|亮,绿|暗,绿|暗,绿|暗,3.3,83.17,7,"{""ADX"": 30.46, ""+DI"": 33.28, ""-DI"": 8.3}","{""突破趋势"": ""高-高-高"", ""突破得分"": 0, ""EMA200"": 54.28, ""前高"": 82.72}",1.77,44.85,125.14,124.49,323.12
2025-12-30,603119,浙江荣泰,117.81,10.0,红|暗,红|暗,红|暗,红|亮,红|亮,红|亮,19.8,96.95,24,,,11.13,158.12,428.52,240.19,430.68
2025-12-30,603186,华正新材,49.98,-1.4,绿|亮,绿|亮,绿|亮,绿|亮,绿|暗,绿|暗,2.7,45.9,22,,,8.92,85.03,70.98,70.98,107.47
2025-12-30,603192,汇得科技,28.72,10.0,绿|亮,绿|暗,绿|暗,绿|暗,绿|暗,绿|暗,5.1,24.76,12,,,10.81,40.1,40.71,40.04,98.48
2025-12-30,603500,祥和实业,11.95,0.5,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,11.31,11,,,1.28,27.19,39.77,39.65,57.86
2025-12-30,603608,天创时尚,9.36,9.99,绿|亮,绿|亮,绿|亮,绿|暗,绿|亮,绿|亮,2.7,7.8,18,"{""ADX"": 27.18, ""+DI"": 38.57, ""-DI"": 9.22}","{""突破趋势"": ""低-低-低"", ""突破得分"": 3, ""EMA200"": 6.2, ""前高"": 9.19}",16.62,-563.83,39.29,39.29,151.61
2025-12-30,603662,柯力传感,70.33,5.35,绿|亮,绿|亮,绿|亮,绿|暗,绿|暗,绿|暗,3.3,63.18,7,,,5.84,58.3,197.51,197.51,9.34
2025-12-30,603897,长城科技,27.29,0.18,绿|亮,绿|亮,绿|亮,绿|暗,绿|暗,绿|暗,3.3,25.81,7,,,1.97,19.66,56.34,56.34,25.76
2025-12-30,605111,新洁能,36.74,1.1,绿|亮,绿|亮,绿|亮,红|暗,红|暗,红|暗,7.5,34.65,9,,,4.75,34.21,152.59,152.59,8.54
2025-12-30,605183,确成股份,19.92,-0.2,绿|亮,绿|亮,绿|亮,绿|亮,红|暗,红|暗,4.8,19.16,11,,,0.32,15.63,82.84,82.16,20.36
