日期,代码,名称,当前价,涨幅(%),左波峰日期,右波峰日期,建议止损价,换手率(%),市盈率(动),总市值(亿),流通市值(亿),年涨幅(%)
2025-12-30,600919,江苏银行,10.44,1.16,2025-12-10 00:00:00,2025-12-26 00:00:00,9.99,0.67,4.7,1915.88,1915.88,12.26
2025-12-30,601328,交通银行,7.24,-1.76,2025-12-16 00:00:00,2025-12-26 00:00:00,7.05,0.42,6.86,6397.54,1887.64,0.14
2025-12-30,601898,中煤能源,12.6,-0.16,2025-12-12 00:00:00,2025-12-26 00:00:00,12.01,0.14,10.04,1670.59,1153.15,7.14
