日期,代码,名称,当前价,涨幅(%),左波峰日期,右波峰日期,建议止损价,换手率(%),市盈率(动),总市值(亿),流通市值(亿),年涨幅(%)
2025-12-29,002016,世荣兆业,5.76,-0.69,2025-12-17,2025-12-25,5.48,0.92,28.17,46.6,46.6,-6.65
2025-12-29,600381,*ST春天,4.21,-2.32,2025-12-18,2025-12-25,4.01,0.55,-654.6,24.72,24.72,15.34
2025-12-29,600546,山煤国际,10.23,0.89,2025-12-09,2025-12-25,9.71,0.96,14.54,202.81,202.81,-8.17
2025-12-29,603099,长白山,44.9,-2.22,2025-12-12,2025-12-25,42.06,2.59,61.4,122.29,119.73,6.8
