日期,代码,名称,当前价,涨幅(%),起爆动能值,蓄能详情,退出边界点,形态综合判定,换手率(%),市盈率(动),总市值(亿),流通市值(亿),年涨幅(%)
2025-12-29,002892,科力尔,13.28,1.53%,0.0988,"{'红柱挤压天数': '8天', '绿色干扰天数': '0天(仅限前2日)', '全程挤压校验': '通过（纯 ON 黑点区）', '区间价格表现(%)': '6.51%', '能量池累加': 0.757, '平均压制力度': 0.0946}","{'起点日期': '2025-12-16', '起点状态': 'ON', '起点动能': 0.0144}",边涨边压（谨慎）,3.18,163.57,98.84,64.16,3.83
