日期,代码,名称,当前价,涨幅(%),前1日,前2日,前3日,前4日,前5日,前6日,SQZ释放评分,SQUEEZE_RESISTANCE策略命中,建议止损价,连续挤压个数,SQUEEZE_ADX策略命中,换手率(%),市盈率(动),总市值(亿),流通市值(亿),年涨幅(%)
2025-11-03,002486,嘉麟杰,3.23,6.95,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,"{""突破趋势"": ""低-低-低"", ""突破得分"": 3, ""EMA200"": 2.51, ""前高"": 3.05}",2.91,69,,2.74,37.1,25.72,25.6,27.35
2025-11-03,002489,浙江永强,3.93,1.81,红|暗,红|暗,红|暗,红|暗,红|暗,红|暗,21.0,,3.72,7,,1.52,9.49,85.89,75.76,23.75
2025-11-03,002492,恒基达鑫,9.35,10.0,绿|亮,绿|亮,绿|亮,红|暗,红|亮,红|亮,6.9,"{""突破趋势"": ""低-低-低"", ""突破得分"": 3, ""EMA200"": 6.11, ""前高"": 8.71}",8.06,22,"{""ADX"": 27.13, ""+DI"": 42.76, ""-DI"": 10.87}",2.91,46.54,32.76,32.18,68.89
2025-11-03,002587,奥拓电子,6.41,2.23,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,,6.01,22,,2.01,206.7,43.65,35.28,12.04
2025-11-03,002614,奥佳华,6.98,0.29,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,,6.69,13,,5.01,63.28,46.64,32.99,14.72
2025-11-03,002824,和胜股份,20.54,0.98,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,红|暗,3.0,,19.14,38,,9.93,45.94,61.43,37.34,27.11
2025-11-03,002999,天禾股份,7.14,2.0,绿|亮,绿|暗,绿|暗,绿|亮,绿|亮,绿|亮,3.9,,6.76,34,,1.91,50.8,23.88,23.61,18.45
2025-11-03,600272,开开实业,13.43,0.52,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,,12.86,69,,6.61,212.33,36.43,22.19,-8.63
2025-11-03,600288,大恒科技,16.97,6.66,绿|亮,绿|亮,绿|暗,绿|暗,绿|亮,绿|暗,3.7,"{""突破趋势"": ""高-高-高"", ""突破得分"": 0, ""EMA200"": 10.74, ""前高"": 14.52}",14.72,8,"{""ADX"": 43.46, ""+DI"": 37.15, ""-DI"": 7.84}",1.74,72.44,66.39,66.39,77.99
2025-11-03,600300,维维股份,3.62,1.12,绿|亮,绿|亮,绿|暗,绿|亮,绿|亮,绿|亮,2.9,"{""突破趋势"": ""低-低-低"", ""突破得分"": 3, ""EMA200"": 3.39, ""前高"": 3.59}",3.45,10,,2.59,17.9,57.57,57.57,15.21
2025-11-03,600332,白云山,26.67,1.18,绿|亮,绿|亮,绿|亮,绿|暗,绿|亮,绿|亮,2.7,,25.88,15,,0.77,9.49,418.97,362.3,-6.7
2025-11-03,600358,ST联合,6.01,2.56,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,,5.56,13,"{""ADX"": 27.78, ""+DI"": 35.06, ""-DI"": 10.0}",1.01,-70.35,29.79,29.79,61.64
2025-11-03,600488,津药药业,4.29,1.42,绿|亮,绿|暗,绿|亮,绿|亮,绿|亮,绿|亮,3.1,,4.14,10,,0.7,48.87,45.31,45.31,0.24
2025-11-03,600507,方大特钢,6.16,4.05,绿|亮,绿|亮,绿|暗,绿|暗,绿|亮,绿|亮,3.5,,5.67,12,,0.9,13.11,137.87,137.87,48.26
2025-11-03,600586,金晶科技,5.64,7.43,绿|亮,绿|亮,红|暗,红|暗,红|暗,红|暗,11.1,,5.16,13,,3.61,-24.33,87.45,87.45,9.98
2025-11-03,600613,神奇制药,6.53,0.93,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,,6.22,6,,1.15,48.57,32.58,29.24,-9.09
2025-11-03,600636,*ST国化,8.67,3.34,绿|亮,绿|亮,绿|亮,绿|亮,红|暗,红|暗,4.8,,8.08,8,,0.45,82.81,37.99,37.99,-6.18
2025-11-03,600654,中安科,3.81,7.02,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,红|暗,3.0,,3.47,9,,1.89,40.73,107.29,86.4,15.48
2025-11-03,600689,上海三毛,15.3,4.29,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,,13.81,12,,1.23,133.05,27.05,20.49,25.91
2025-11-03,600710,苏美达,11.43,1.15,绿|亮,绿|亮,绿|暗,绿|暗,绿|亮,绿|暗,3.7,,10.69,6,"{""ADX"": 27.03, ""+DI"": 39.18, ""-DI"": 10.58}",1.01,9.69,142.57,142.57,22.17
2025-11-03,600738,丽尚国潮,5.43,5.44,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,,4.97,11,,2.78,25.57,39.51,39.48,4.64
2025-11-03,600807,济高发展,3.36,2.44,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,,3.12,8,,14.6,-27.09,29.64,26.37,-4.29
2025-11-03,600829,人民同泰,8.99,3.93,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,"{""突破趋势"": ""低-低-低"", ""突破得分"": 3, ""EMA200"": 7.86, ""前高"": 8.81}",8.11,12,,6.34,43.42,64.77,64.77,48.93
2025-11-03,600998,九州通,5.13,0.59,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,,4.98,23,,0.5,9.71,255.65,255.65,3.05
2025-11-03,601801,皖新传媒,6.84,2.09,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,,6.54,20,"{""ADX"": 27.03, ""+DI"": 29.29, ""-DI"": 15.33}",0.39,10.02,127.66,127.66,-9.94
2025-11-03,601865,福莱特,18.89,2.05,绿|亮,绿|亮,红|暗,红|暗,红|暗,红|暗,11.1,,17.32,13,,0.68,44.07,374.63,303.97,-18.79
2025-11-03,601888,中国中免,76.67,0.79,绿|亮,绿|亮,红|暗,红|暗,红|暗,红|暗,11.1,"{""突破趋势"": ""低-低-高"", ""突破得分"": 2, ""EMA200"": 63.74, ""前高"": 74.29}",71.81,30,,3.44,46.51,1892.59,1786.12,39.22
2025-11-03,603000,人民网,20.44,1.19,绿|亮,红|暗,红|亮,红|亮,红|暗,红|暗,14.2,,19.57,8,,0.52,463.66,207.98,207.98,-14.15
2025-11-03,603022,新通联,10.65,1.53,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,,10.16,8,,3.45,42.84,20.9,20.9,44.74
2025-11-03,603027,千禾味业,9.47,2.16,绿|亮,绿|暗,绿|暗,绿|亮,绿|亮,绿|亮,3.9,,9.0,10,,0.93,37.66,130.38,122.21,10.51
2025-11-03,603043,广州酒家,17.21,1.18,绿|亮,红|暗,红|暗,红|暗,红|暗,红|暗,15.6,,16.51,6,"{""ADX"": 26.55, ""+DI"": 36.18, ""-DI"": 13.64}",0.43,16.95,101.58,101.58,10.59
2025-11-03,603169,兰石重装,9.58,9.99,绿|亮,绿|亮,红|亮,红|亮,红|亮,红|亮,9.1,"{""突破趋势"": ""低-高-高"", ""突破得分"": 1, ""EMA200"": 7.38, ""前高"": 8.67}",8.75,7,,3.68,926.66,138.34,138.34,94.31
2025-11-03,603188,亚邦股份,4.84,10.0,绿|亮,绿|暗,绿|暗,绿|亮,绿|亮,绿|亮,3.9,"{""突破趋势"": ""低-低-低"", ""突破得分"": 3, ""EMA200"": 4.05, ""前高"": 4.72}",4.29,27,,1.56,95.12,26.17,26.17,32.28
2025-11-03,603190,亚通精工,25.64,1.87,绿|亮,绿|暗,绿|暗,绿|亮,绿|亮,绿|亮,3.9,,23.95,27,,5.56,24.6,33.76,10.98,22.34
2025-11-03,603231,索宝蛋白,20.65,1.77,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,"{""突破趋势"": ""低-低-低"", ""突破得分"": 3, ""EMA200"": 16.84, ""前高"": 20.4}",19.07,26,"{""ADX"": 34.43, ""+DI"": 33.07, ""-DI"": 9.69}",2.0,17.87,34.94,19.39,13.57
2025-11-03,603317,天味食品,12.4,3.85,绿|亮,红|暗,红|暗,红|亮,红|暗,红|暗,15.0,,11.51,11,,0.36,25.59,133.83,133.83,-1.72
2025-11-03,603311,金海高科,12.88,6.18,绿|亮,绿|亮,绿|暗,绿|亮,绿|亮,绿|亮,2.9,"{""突破趋势"": ""低-低-低"", ""突破得分"": 3, ""EMA200"": 10.7, ""前高"": 12.25}",11.57,26,,9.03,38.2,38.99,38.99,67.48
2025-11-03,603519,立霸股份,12.96,0.78,绿|亮,绿|亮,红|暗,红|暗,红|暗,红|暗,11.1,,12.38,40,,0.73,20.27,31.96,31.96,10.8
2025-11-03,603580,*ST艾艾,16.15,3.86,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|暗,2.3,"{""突破趋势"": ""低-低-高"", ""突破得分"": 2, ""EMA200"": 15.72, ""前高"": 15.2}",15.03,25,,0.43,115.93,20.55,20.55,-9.81
2025-11-03,603681,永冠新材,18.8,3.58,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,"{""突破趋势"": ""高-高-高"", ""突破得分"": 0, ""EMA200"": 14.78, ""前高"": 17.33}",17.17,42,,3.19,24.97,37.16,37.16,52.59
2025-11-03,603697,有友食品,12.99,0.08,绿|亮,绿|暗,绿|暗,绿|暗,绿|亮,绿|暗,4.7,,12.09,13,,1.92,22.65,52.48,52.48,25.98
2025-11-03,603700,宁水集团,13.05,2.68,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,,12.18,66,,1.36,26.32,26.45,26.45,34.86
2025-11-03,603880,南卫股份,6.81,2.71,绿|亮,绿|暗,绿|暗,绿|亮,绿|亮,绿|亮,3.9,,6.32,28,,1.19,-54.79,18.21,18.21,44.83
2025-11-03,603978,深圳新星,28.14,5.99,绿|亮,红|暗,红|暗,红|暗,红|暗,红|亮,15.4,"{""突破趋势"": ""高-高-高"", ""突破得分"": 0, ""EMA200"": 16.38, ""前高"": 18.71}",23.45,13,"{""ADX"": 27.58, ""+DI"": 36.52, ""-DI"": 8.99}",15.36,-74.97,61.81,61.81,90.01
2025-11-03,605100,华丰股份,34.79,9.99,绿|亮,红|暗,红|亮,红|亮,红|亮,绿|暗,13.1,"{""突破趋势"": ""低-低-高"", ""突破得分"": 2, ""EMA200"": 21.53, ""前高"": 30.99}",28.62,7,,2.99,436.55,74.32,73.97,196.53
2025-11-03,605177,东亚药业,20.75,1.47,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,,19.4,51,,1.37,-21.62,20.87,20.48,-7.66
2025-11-03,605186,健麾信息,21.09,1.25,绿|亮,绿|亮,绿|亮,红|暗,红|暗,红|暗,7.5,,19.93,10,,0.84,237.98,26.82,26.82,-1.94
