日期,代码,名称,当前价,涨幅(%),前1日,前2日,前3日,前4日,前5日,前6日,SQZ释放评分,SQUEEZE_RESISTANCE策略命中,建议止损价,连续挤压个数,SQUEEZE_ADX策略命中,换手率(%),市盈率(动),总市值(亿),流通市值(亿),年涨幅(%)
2025-11-03,000608,*ST阳光,2.2,2.8,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,红|暗,3.0,"{""突破趋势"": ""低-低-低"", ""突破得分"": 3, ""EMA200"": 1.92, ""前高"": 2.14}",2.05,17,,1.95,-20.14,19.35,19.23,14.67
2025-11-03,000639,西王食品,3.32,3.11,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,红|暗,3.0,,3.12,7,,7.4,1231.53,36.48,36.48,-6.11
2025-11-03,000809,和展能源,3.49,-2.79,绿|亮,绿|亮,绿|暗,绿|亮,绿|亮,绿|亮,2.9,,3.08,16,"{""ADX"": 29.71, ""+DI"": 40.05, ""-DI"": 22.47}",1.63,-41.4,27.55,27.55,9.15
2025-11-03,000820,*ST节能,2.92,5.04,绿|亮,绿|暗,绿|暗,绿|亮,绿|亮,绿|亮,3.9,,2.68,10,"{""ADX"": 29.25, ""+DI"": 36.19, ""-DI"": 13.18}",1.0,-192.9,21.53,9.89,-4.58
2025-11-03,000863,三湘印象,3.89,2.1,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,红|暗,3.0,,3.56,16,,13.5,733.8,72.14,71.1,57.47
2025-11-03,000892,欢瑞世纪,7.85,9.94,绿|亮,红|暗,红|暗,红|暗,红|暗,红|暗,15.6,"{""突破趋势"": ""低-低-高"", ""突破得分"": 2, ""EMA200"": 4.42, ""前高"": 6.88}",6.74,8,"{""ADX"": 33.11, ""+DI"": 40.34, ""-DI"": 7.05}",4.37,-145.33,67.88,49.19,112.27
2025-11-03,000909,ST数源,5.97,2.05,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,,5.61,23,,0.3,-26.28,23.64,23.64,-3.74
2025-11-03,001266,宏英智能,33.65,10.0,绿|亮,绿|亮,绿|亮,绿|亮,红|暗,红|暗,4.8,"{""突破趋势"": ""低-低-低"", ""突破得分"": 3, ""EMA200"": 25.97, ""前高"": 31.8}",28.0,7,,5.83,206.36,33.57,18.77,42.34
2025-11-03,001316,润贝航科,35.17,1.3,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,,31.69,24,,2.51,27.76,43.65,42.2,88.56
2025-11-03,002009,天奇股份,18.13,0.44,绿|亮,红|暗,红|暗,红|暗,红|暗,红|暗,15.6,,16.52,6,,43.6,95.62,85.68,75.43,39.95
2025-11-03,002111,威海广泰,10.21,-0.2,绿|亮,绿|亮,绿|亮,红|暗,红|暗,红|暗,7.5,,9.89,20,,1.74,32.68,55.22,49.95,-4.33
2025-11-03,002161,远 望 谷,8.17,2.9,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,红|暗,3.0,,7.5,8,,1.46,27.99,54.0,51.45,31.29
2025-11-03,002195,岩山科技,7.87,-0.51,绿|亮,红|暗,红|暗,红|暗,红|暗,红|暗,15.6,,7.22,7,,3.59,162.37,395.24,390.41,75.57
2025-11-03,002211,ST宏达,3.96,4.21,绿|亮,绿|亮,绿|亮,红|暗,红|暗,红|暗,7.5,"{""突破趋势"": ""低-低-低"", ""突破得分"": 3, ""EMA200"": 3.33, ""前高"": 3.8}",3.6,29,,1.07,-98.03,13.93,13.93,-9.04
2025-11-03,002212,天融信,11.01,5.66,绿|亮,绿|亮,绿|亮,红|暗,红|暗,红|暗,7.5,,9.47,21,,3.02,-33.92,106.5,105.37,40.44
2025-11-03,002216,三全食品,11.56,3.58,绿|亮,绿|亮,绿|亮,红|暗,红|暗,红|暗,7.5,,10.9,7,,0.83,18.93,99.88,71.61,-2.91
2025-11-03,002247,聚力文化,3.15,5.7,绿|亮,绿|暗,绿|亮,绿|亮,绿|亮,绿|亮,3.1,"{""突破趋势"": ""低-低-低"", ""突破得分"": 3, ""EMA200"": 2.67, ""前高"": 3.01}",2.82,70,,2.92,43.44,24.42,18.47,12.55
2025-11-03,002314,南山控股,3.18,2.25,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,红|暗,3.0,,2.95,8,,2.18,17.61,77.44,38.27,20.17
2025-11-03,002383,合众思壮,9.4,2.17,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,,8.83,11,,15.39,854.26,89.29,89.29,53.05
2025-11-03,002425,凯撒文化,4.32,2.37,绿|亮,绿|亮,红|暗,红|暗,红|暗,红|暗,11.1,,3.99,12,,2.54,-23.27,33.39,33.37,63.08
